id,日期,录播来源,录播片段编号,起始时间点,结束时间点,歌名,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,谁切的,有没有第二版本,,
U00540,2020-10-19,BV1yK4y1771J,1,02:29:57.000,02:34:08.000,Lemon,,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00541,2020-10-19,BV1yK4y1771J,1,02:42:37.000,02:45:39.000,風になる,幻化成风,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00542,2020-10-19,BV1yK4y1771J,1,02:46:45.000,02:46:52.000,Only my railgun,,,呜米,一句,日语,清唱,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00543,2020-10-19,BV1yK4y1771J,1,03:01:35.000,03:04:49.000,フリージア,希望之花,,呜米,半首,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00544,2020-10-20,BV1BK4y177fJ,1,02:51:29.000,02:53:12.500,改革春风吹满地,,,呜米,半首,普通话,口技,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00545,2020-10-20,BV1BK4y177fJ,1,02:53:44.000,02:57:42.000,安河桥,,,呜米,完整,普通话,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00546,2020-10-23,BV1ez4y1C7CG,1,00:13:44.000,00:14:29.000,本草纲目,,,呜米,几句,普通话,宠粉主播suki,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00547,2020-10-23,BV1ez4y1C7CG,1,00:20:12.000,00:21:53.000,ウミユリ海底譚,海百合海底谭,,呜米,几句,日语,后面一半的伴奏,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00548,2020-10-23,BV1ez4y1C7CG,1,00:22:33.000,00:24:30.000,十面相,,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00549,2020-10-23,BV1ez4y1C7CG,1,00:37:13.000,00:41:29.000,好想爱这个世界啊,,,呜米,完整,普通话,当场假唱，且破防,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00550,2020-10-23,BV1ez4y1C7CG,1,00:44:07.000,00:47:13.000,二息歩行,二息步行,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00551,2020-10-23,BV1ez4y1C7CG,1,00:47:52.000,00:50:59.000,蜜ノ味,,,呜米,完整,日语,带感，又一转学歌回了,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00552,2020-10-23,BV1ez4y1C7CG,1,00:53:07.000,00:58:06.000,欢迎光临,,,呜米,完整,普通话,老板真的不快乐吗,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00553,2020-10-23,BV1ez4y1C7CG,1,01:00:56.000,01:05:21.000,我管你,,,呜米,完整,普通话,怒音suki,,TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00554,2020-10-23,BV1ez4y1C7CG,1,01:07:11.000,01:11:22.000,Only my railgun,,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00555,2020-10-23,BV1ez4y1C7CG,1,01:13:32.000,01:18:14.000,齐天,,,呜米,完整,普通话,狼嚎带劲,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00556,2020-10-23,BV1ez4y1C7CG,1,01:19:46.000,01:25:09.000,Butter-Fly,,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00557,2020-10-23,BV1ez4y1C7CG,1,01:26:40.000,01:27:44.000,一人我饮酒醉,,,呜米,半首,普通话,是不是萝莉音喊麦就可以接受了,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00558,2020-10-23,BV1ez4y1C7CG,1,01:28:38.000,01:32:24.000,奇迹再现,,,呜米,完整,普通话,今天我们都成了光,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00559,2020-10-23,BV1ez4y1C7CG,1,01:32:25.000,01:35:49.000,Hero,英雄,,呜米,完整,日语,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00560,2020-10-23,BV1ez4y1C7CG,1,01:37:13.000,01:41:23.000,夜空中最亮的星,,,呜米,完整,普通话,怀疑人生的感觉,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00561,2020-10-23,BV1ez4y1C7CG,1,01:45:40.000,01:48:29.000,喀秋莎,,,呜米,完整,俄语,感谢A老板的红色SC口技二重唱版,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00562,2020-10-23,BV1ez4y1C7CG,1,01:52:45.000,01:56:56.000,恋爱循环,,,呜米,完整,日语,呜米喵才不是套皮主播,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00563,2020-10-23,BV1ez4y1C7CG,1,01:59:42.000,02:02:46.000,好汉歌,,,呜米,完整,普通话,但他给的实在是太多了,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00564,2020-10-23,BV1ez4y1C7CG,1,02:03:58.000,02:04:22.000,我,,,呜米,几句,普通话,的小段清唱,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00565,2020-10-23,BV1ez4y1C7CG,1,02:07:54.000,02:11:24.000,深海少女,,,呜米,完整,日语,“我是个成熟稳重的人，但我吃激将法”,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00566,2020-10-23,BV1ez4y1C7CG,1,02:13:38.000,02:18:17.000,室内系的Track Maker,,,呜米,完整,日语,老板不该参加这个赌局的,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00567,2020-10-23,BV1ez4y1C7CG,1,02:24:37.000,02:28:03.000,Daring!!,,,呜米,完整,日语,拉拉人狂喜,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00568,2020-10-23,BV1ez4y1C7CG,1,02:41:06.000,02:45:38.000,你就不要想起我,,,呜米,完整,普通话,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00569,2020-10-23,BV1ez4y1C7CG,1,02:55:53.000,02:59:08.000,恭喜发财,,,呜米,完整,普通话,,南山souto(UID:1462413),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00570,2020-10-27,BV1za411A7GG,1,00:09:23.000,00:13:59.000,God knows…,,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00571,2020-10-27,BV1za411A7GG,1,01:48:49.000,01:52:48.000,你走,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00572,2020-10-27,BV1za411A7GG,1,02:05:26.000,02:10:07.000,浮夸,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00573,2020-10-27,BV1za411A7GG,1,02:14:13.000,02:18:54.000,我,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00574,2020-10-27,BV1za411A7GG,1,02:19:25.000,02:20:18.000,我,,,呜米,几句,普通话,原调尝试,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00575,2020-10-27,BV1za411A7GG,1,02:22:21.000,02:24:45.000,瞬き,眨眼,,呜米,半首,日语,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00576,2020-10-27,BV1za411A7GG,1,02:26:16.000,02:28:34.000,ハレハレヤ,朗朗晴天,,呜米,半首,日语,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00577,2020-10-27,BV1za411A7GG,1,02:29:19.000,02:32:20.000,勾指起誓,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00578,2020-10-28,BV1iz4y1o7QM,1,00:04:03.000,00:04:34.000,探清水河,,,呜米,几句,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00579,2020-10-28,BV1iz4y1o7QM,1,00:05:37.000,00:08:05.000,夜宴风波,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U01575,2020-10-28,BV1iz4y1o7QM,1,00:08:46.000,00:13:02.000,鱼玄机,,,呜米,几乎完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00580,2020-10-28,BV1iz4y1o7QM,1,00:13:23.000,00:15:57.000,鱼玄机,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00581,2020-10-28,BV1iz4y1o7QM,1,00:16:09.000,00:19:03.000,九万字,,,呜米,几乎完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00582,2020-10-28,BV1iz4y1o7QM,1,00:19:05.000,00:19:25.000,好汉歌,,,呜米,几句,普通话,清唱,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00583,2020-10-28,BV1iz4y1o7QM,1,00:19:32.000,00:21:18.000,九万字,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00584,2020-10-28,BV1iz4y1o7QM,1,00:21:44.000,00:26:13.000,栖凰,,,呜米,完整,普通话,中间有些许停顿,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U01576,2020-10-28,BV1iz4y1o7QM,1,00:26:15.000,00:27:40.000,栖凰,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00585,2020-10-28,BV1iz4y1o7QM,1,00:28:04.000,00:31:36.000,大氿歌,,,呜米,完整,普通话,注意耳朵,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U01577,2020-10-28,BV1iz4y1o7QM,1,00:32:28.000,00:33:35.000,大氿歌,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00586,2020-10-28,BV1iz4y1o7QM,1,00:34:52.000,00:36:48.000,烟花易冷,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00587,2020-10-28,BV1iz4y1o7QM,1,00:37:02.000,00:38:41.000,庐州月,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00588,2020-10-28,BV1iz4y1o7QM,1,00:39:33.000,00:41:50.000,不谓侠,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U01578,2020-10-28,BV1iz4y1o7QM,1,00:42:00.000,00:43:55.000,不谓侠,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00589,2020-10-28,BV1iz4y1o7QM,1,00:45:49.000,00:46:55.000,月光,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U01579,2020-10-28,BV1iz4y1o7QM,1,00:48:10.000,00:49:06.000,霜雪千年,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00590,2020-10-28,BV1iz4y1o7QM,1,00:50:17.000,00:51:57.000,霜雪千年,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00591,2020-10-28,BV1iz4y1o7QM,1,00:52:03.000,00:54:05.000,不可道,,,呜米,几句,普通话,学歌，震惊崽崽一百年,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00592,2020-10-28,BV1iz4y1o7QM,1,00:54:34.000,00:58:26.000,牵丝戏,,,呜米,几乎完整,普通话,伪音突破天际,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00593,2020-10-28,BV1iz4y1o7QM,1,00:59:10.000,01:02:13.000,天下局,,,呜米,几乎完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00594,2020-10-28,BV1iz4y1o7QM,1,01:03:07.000,01:04:42.000,赤伶,,,呜米,半首,普通话,没混响也好听,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00595,2020-10-28,BV1iz4y1o7QM,1,01:07:14.000,01:11:12.000,山外小楼夜听雨,,,呜米,完整,普通话,学歌,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U01687,2020-10-28,BV1iz4y1o7QM,1,01:11:13.000,01:12:57.000,山外小楼夜听雨,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00596,2020-10-28,BV1iz4y1o7QM,1,01:14:32.000,01:16:55.000,说书人,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00597,2020-10-28,BV1iz4y1o7QM,1,01:19:03.000,01:20:53.000,棠梨煎雪,,,呜米,半首,普通话,真的会了？,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00598,2020-10-28,BV1iz4y1o7QM,1,01:25:26.000,01:28:40.000,易燃易爆炸,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00599,2020-10-30,BV1c54y1r73e,1,02:17:57.000,02:22:44.000,狼爱上羊,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00600,2020-10-30,BV1c54y1r73e,1,02:23:10.000,02:27:38.000,小情歌,,苏打绿,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00601,2020-11-01,BV11K4y1E7bd,1,00:02:03.000,00:06:10.000,迷迭香,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00602,2020-11-01,BV11K4y1E7bd,1,00:06:11.000,00:08:03.000,极恶都市,,,呜米,几句,普通话,跟唱,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00603,2020-11-01,BV11K4y1E7bd,1,00:08:03.000,00:11:29.000,君临天下,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00604,2020-11-01,BV11K4y1E7bd,1,00:14:46.000,00:17:35.000,红昭愿,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00605,2020-11-01,BV11K4y1E7bd,1,00:18:15.000,00:21:09.000,说书人,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00606,2020-11-01,BV11K4y1E7bd,1,00:25:34.000,00:29:41.000,权御天下,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00607,2020-11-01,BV11K4y1E7bd,1,00:31:32.000,00:35:09.000,天下,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00608,2020-11-01,BV11K4y1E7bd,1,00:35:34.000,00:35:59.000,赤伶,,,呜米,几句,普通话,清唱,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00609,2020-11-01,BV11K4y1E7bd,1,00:36:24.000,00:40:44.000,不谓侠,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,遗世尘嚣(UID:12007970),FALSE,,
U00610,2020-11-01,BV11K4y1E7bd,1,00:44:25.000,00:48:25.001,九九八十一,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00611,2020-11-01,BV11K4y1E7bd,1,00:52:27.000,00:52:38.001,我会自己上厕所,,,呜米,几句,普通话,跟唱,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00612,2020-11-01,BV11K4y1E7bd,1,00:55:27.000,00:57:16.001,赤伶,,,呜米,半首,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00613,2020-11-01,BV11K4y1E7bd,1,00:57:43.000,00:59:07.001,赤伶,,,呜米,半首,普通话,再度挑战,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00614,2020-11-01,BV11K4y1E7bd,1,01:02:35.000,01:07:14.001,故梦,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00615,2020-11-01,BV11K4y1E7bd,1,01:08:50.000,01:12:50.001,山外小楼夜听雨,,,呜米,完整,普通话,即兴创作版,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00616,2020-11-01,BV11K4y1E7bd,1,01:14:24.000,01:17:57.001,小棋童,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00617,2020-11-01,BV11K4y1E7bd,1,01:19:57.000,01:23:18.001,饕餮,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00618,2020-11-01,BV11K4y1E7bd,1,01:24:21.000,01:28:52.001,华胥引,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00619,2020-11-01,BV11K4y1E7bd,1,01:30:51.000,01:34:12.001,大浪淘沙,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00620,2020-11-01,BV11K4y1E7bd,1,01:41:39.000,01:46:03.001,月光,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00621,2020-11-01,BV11K4y1E7bd,1,01:51:15.000,01:55:03.001,明月天涯,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00622,2020-11-01,BV11K4y1E7bd,1,01:55:20.000,01:57:20.001,天策枪魂,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00623,2020-11-01,BV11K4y1E7bd,1,01:58:27.000,02:02:25.001,霜雪千年,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00624,2020-11-01,BV11K4y1E7bd,1,02:03:54.000,02:05:54.001,赤伶,,,呜米,半首,普通话,再再度挑战,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00625,2020-11-01,BV11K4y1E7bd,1,02:08:00.000,02:11:58.001,牵丝戏,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00626,2020-11-01,BV11K4y1E7bd,1,02:14:11.000,02:18:30.001,天路,,,呜米,完整,普通话,真声炸裂高音,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00627,2020-11-01,BV11K4y1E7bd,1,02:19:57.000,02:23:24.001,In The End,,Linkin Park,呜米,半首,英语,跟唱,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00628,2020-11-05,BV1xA411j7de,1,00:00:15.000,00:01:24.001,据说真的有神,,,呜米,半首,普通话,,南山souto(UID:1462413),TRUE,枺芺(UID:545133496),FALSE,,
U00629,2020-11-05,BV1xA411j7de,1,00:51:12.000,00:55:05.001,余香,,,呜米,完整,普通话,,南山souto(UID:1462413),TRUE,枺芺(UID:545133496),FALSE,,
U00630,2020-11-05,BV1xA411j7de,1,01:34:36.000,01:35:42.001,初音ミクの消失,初音未来的消失,,呜米,未知,日语,,南山souto(UID:1462413),TRUE,枺芺(UID:545133496),FALSE,,
U00631,2020-11-05,BV1xA411j7de,1,01:55:17.000,02:00:52.001,雪の華,雪之华,,呜米,未知,日语,,南山souto(UID:1462413),TRUE,枺芺(UID:545133496),FALSE,,
U00632,2020-11-07,BV12z4y1C7co,1,01:01:34.000,01:03:03.001,葫芦娃,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00633,2020-11-07,BV12z4y1C7co,2,00:17:03.000,00:21:18.001,寂寞寂寞就好,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00634,2020-11-07,BV12z4y1C7co,2,00:23:14.000,00:27:05.001,Legends Never Die,,,呜米,完整,英语,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00635,2020-11-07,BV12z4y1C7co,2,00:27:56.000,00:29:04.001,酒醉的蝴蝶,,,呜米,半首,普通话,即兴创作版 音量注意,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00636,2020-11-07,BV12z4y1C7co,2,00:29:13.000,00:31:35.001,年少有为,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00637,2020-11-07,BV12z4y1C7co,2,00:31:50.000,00:36:11.001,多想在平庸的生活拥抱你,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00638,2020-11-07,BV12z4y1C7co,2,00:36:50.000,00:41:59.001,南山南,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00639,2020-11-07,BV12z4y1C7co,2,00:42:38.000,00:47:44.001,开到荼蘼,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00640,2020-11-09,BV1PT4y1c7aW,1,00:05:29.000,00:08:23.793,Yellow,,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00641,2020-11-09,BV1PT4y1c7aW,1,00:13:21.000,00:16:59.089,うみたがり,渴望诞生,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00642,2020-11-09,BV1PT4y1c7aW,1,00:30:50.000,00:34:14.913,カタオモイ,单相思,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00643,2020-11-09,BV1PT4y1c7aW,1,00:34:09.000,00:35:35.833,蝶々結び,蝴蝶结,,呜米,半首,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00644,2020-11-09,BV1PT4y1c7aW,1,00:39:44.000,00:43:13.065,ゴーストルール/Ghost rule,幽灵法则,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00645,2020-11-09,BV1PT4y1c7aW,1,00:47:00.000,00:50:55.249,ロストワンの号哭,Lost one的号哭,,呜米,半首,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00646,2020-11-09,BV1PT4y1c7aW,1,00:53:00.000,00:55:31.921,扉を開けて,敞开心扉,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00647,2020-11-09,BV1PT4y1c7aW,1,01:03:41.000,01:07:19.881,冰糖葫芦,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00648,2020-11-09,BV1PT4y1c7aW,1,01:07:55.000,01:08:51.001,白龙马,,,呜米,半首,普通话,大电音寺加特林菩萨,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00649,2020-11-09,BV1PT4y1c7aW,2,00:04:24.000,00:07:43.177,裏切りの夕焼け,背叛的晚霞,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00650,2020-11-09,BV1PT4y1c7aW,2,00:08:49.000,00:09:02.001,小赖皮之歌Schnappi,小鳄鱼之歌,,呜米,几句,德语,清唱,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00651,2020-11-09,BV1PT4y1c7aW,2,00:10:41.000,00:12:45.945,一只哈巴狗,,,呜米,完整,普通话,一只呜米狼,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00652,2020-11-09,BV1PT4y1c7aW,2,00:14:40.000,00:20:02.874,Butter-Fly,,,呜米,完整,日语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00653,2020-11-09,BV1PT4y1c7aW,2,00:23:39.001,00:26:09.000,忐忑,,,呜米,完整,普通话,口哨,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00654,2020-11-09,BV1PT4y1c7aW,2,00:27:20.000,00:28:55.065,Just One Last Dance,,,呜米,半首,英语,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00655,2020-11-09,BV1PT4y1c7aW,2,00:29:49.000,00:32:02.001,甩葱歌,,,呜米,半首,日语,口哨,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00656,2020-11-09,BV1PT4y1c7aW,2,00:39:30.000,00:43:47.305,有一种爱叫做放手,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,原草原组(UID:674421433),FALSE,,
U00657,2020-11-09,BV1PT4y1c7aW,2,00:44:50.000,00:48:50.001,说散就散,,,呜米,完整,普通话,,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
U00658,2020-11-11,BV1TZ4y157Pd,1,00:04:06.000,00:05:07.001,单身狗之歌,,,呜米,半首,普通话,不小心骂到自己了属于是,美洲野犬(UID:20524614),TRUE,枺芺(UID:545133496),FALSE,,
